year,population,country,species,flag
2014,435000,Israel,Sheep,woah001
2014,200000,Israel,Swine,woah001
2014,1016622,Italy,Bees,woah001
2014,184637696,Italy,Birds,woah001
2014,377090,Italy,Buffaloes,woah001
2014,5561195,Italy,Cattle,woah001
2014,6193706,Italy,Dogs,woah001
2014,444393,Italy,Equidae,woah001
2014,1145919,Italy,Goats,woah001
2014,0,Italy,Hares / rabbits,woah001
2014,7225949,Italy,Sheep,woah001
2014,7836781,Italy,Swine,woah001
2014,50000000,Jamaica,Birds,woah001
2014,60,Jamaica,Buffaloes,woah001
2014,120000,Jamaica,Cattle,woah001
2014,5000,Jamaica,Equidae,woah001
2014,200000,Jamaica,Goats,woah001
2014,0,Jamaica,Sheep / goats,woah001
2014,8000,Jamaica,Sheep,woah001
2014,100000,Jamaica,Swine,woah001
2014,180000000,Jordan,Birds,woah001
2014,0,Jordan,Buffaloes,woah001
2014,10872,Jordan,Camelidae,woah001
2014,44517,Jordan,Cattle,woah001
2014,35000,Jordan,Equidae,woah001
2014,965035,Jordan,Goats,woah001
2014,3855288,Jordan,Sheep / goats,woah001
2014,2847482,Jordan,Sheep,woah001
2014,0,Jordan,Swine,woah001
2014,324241842,Japan,Birds,woah001
2014,183,Japan,Buffaloes,woah001
2014,3812774,Japan,Cattle,woah001
2014,3142,Japan,Cervidae,woah001
2014,73977,Japan,Equidae,woah001
2014,20164,Japan,Goats,woah001
2014,17201,Japan,Sheep,woah001
2014,8807886,Japan,Swine,woah001
2014,113833,Kazakhstan,Bees,woah001
2014,35182000,Kazakhstan,Birds,woah001
2014,0,Kazakhstan,Buffaloes,woah001
2014,164000,Kazakhstan,Camelidae,woah001
2014,5911900,Kazakhstan,Cattle,woah001
2014,354,Kazakhstan,Cervidae,woah001
2014,1819400,Kazakhstan,Equidae,woah001
2014,2374153,Kazakhstan,Goats,woah001
2014,666382,Kazakhstan,Hares / rabbits,woah001
2014,17704800,Kazakhstan,Sheep / goats,woah001
2014,15187569,Kazakhstan,Sheep,woah001
2014,840800,Kazakhstan,Swine,woah001
2014,1842671,Kenya,Bees,woah001
2014,32626493,Kenya,Birds,woah001
2014,2985754,Kenya,Camelidae,woah001
2014,17503654,Kenya,Cattle,woah001
2014,0,Kenya,Cervidae,woah001
2014,29729050,Kenya,Goats,woah001
2014,17265816,Kenya,Sheep,woah001
2014,305745,Kenya,Swine,woah001
2014,93892,Kyrgyzstan,Bees,woah001
2014,5420033,Kyrgyzstan,Birds,woah001
2014,0,Kyrgyzstan,Buffaloes,woah001
2014,264,Kyrgyzstan,Camelidae,woah001
2014,1458377,Kyrgyzstan,Cattle,woah001
2014,0,Kyrgyzstan,Cervidae,woah001
2014,432972,Kyrgyzstan,Equidae,woah001
2014,619158,Kyrgyzstan,Goats,woah001
2014,26313,Kyrgyzstan,Hares / rabbits,woah001
2014,0,Kyrgyzstan,Sheep / goats,woah001
2014,5209866,Kyrgyzstan,Sheep,woah001
2014,50782,Kyrgyzstan,Swine,woah001
2014,25630027,Cambodia,Birds,woah001
2014,541827,Cambodia,Buffaloes,woah001
2014,3053481,Cambodia,Cattle,woah001
2014,9161,Cambodia,Equidae,woah001
2014,18256,Cambodia,Goats,woah001
2014,238,Cambodia,Sheep,woah001
2014,2360823,Cambodia,Swine,woah001
2014,156410352,Republic of Korea,Birds,woah001
2014,3189951,Republic of Korea,Cattle,woah001
2014,41874,Republic of Korea,Cervidae,woah001
2014,242787,Republic of Korea,Goats,woah001
2014,2522,Republic of Korea,Sheep,woah001
2014,10090376,Republic of Korea,Swine,woah001
2014,52310031,Kuwait,Birds,woah001
2014,55,Kuwait,Buffaloes,woah001
2014,72586,Kuwait,Camelidae,woah001
2014,33258,Kuwait,Cattle,woah001
2014,3711,Kuwait,Equidae,woah001
2014,280869,Kuwait,Goats,woah001
2014,1123477,Kuwait,Sheep,woah001
2014,0,Kuwait,Swine,woah001
2014,0,Lao People's Democratic Republic,Bees,woah001
2014,1134283,Lao People's Democratic Republic,Buffaloes,woah001
2014,1732241,Lao People's Democratic Republic,Cattle,woah001
2014,477258,Lao People's Democratic Republic,Sheep / goats,woah001
2014,3097941,Lao People's Democratic Republic,Swine,woah001
2014,975,Liechtenstein,Bees,woah001
2014,12691,Liechtenstein,Birds,woah001
2014,0,Liechtenstein,Buffaloes,woah001
2014,0,Liechtenstein,Camelidae,woah001
2014,6212,Liechtenstein,Cattle,woah001
2014,2114,Liechtenstein,Dogs,woah001
2014,487,Liechtenstein,Equidae,woah001
2014,283,Liechtenstein,Goats,woah001
2014,600,Liechtenstein,Hares / rabbits,woah001
2014,3864,Liechtenstein,Sheep / goats,woah001
2014,3581,Liechtenstein,Sheep,woah001
2014,1712,Liechtenstein,Swine,woah001
2014,16630260,Sri Lanka,Birds,woah001
2014,316610,Sri Lanka,Buffaloes,woah001
2014,1104780,Sri Lanka,Cattle,woah001
2014,0,Sri Lanka,Goats,woah001
2014,310090,Sri Lanka,Sheep / goats,woah001
2014,105210,Sri Lanka,Swine,woah001
2014,4160546,Lesotho,Birds,woah001
2014,5,Lesotho,Camelidae,woah001
2014,32500,Lesotho,Cats,woah001
2014,840356,Lesotho,Cattle,woah001
2014,259875,Lesotho,Dogs,woah001
2014,323570,Lesotho,Equidae,woah001
2014,992625,Lesotho,Goats,woah001
2014,3365,Lesotho,Rabbits,woah001
2014,2896990,Lesotho,Sheep,woah001
2014,133836,Lesotho,Swine,woah001
2014,10954,Lithuania,Bees,woah001
2014,6113174,Lithuania,Birds,woah001
2014,0,Lithuania,Buffaloes,woah001
2014,0,Lithuania,Camelidae,woah001
2014,731167,Lithuania,Cattle,woah001
2014,5752,Lithuania,Cervidae,woah001
2014,18074,Lithuania,Equidae,woah001
2014,10818,Lithuania,Goats,woah001
2014,119300,Lithuania,Hares / rabbits,woah001
2014,119300,Lithuania,Rabbits,woah001
2014,134636,Lithuania,Sheep / goats,woah001
2014,123818,Lithuania,Sheep,woah001
2014,708861,Lithuania,Swine,woah001
2014,95335,Latvia,Bees,woah001
2014,3500000,Latvia,Birds,woah001
2014,0,Latvia,Buffaloes,woah001
2014,45,Latvia,Camelidae,woah001
2014,422019,Latvia,Cattle,woah001
2014,11617,Latvia,Cervidae,woah001
2014,10068,Latvia,Equidae,woah001
2014,12287,Latvia,Goats,woah001
2014,0,Latvia,Hares / rabbits,woah001
2014,35475,Latvia,Rabbits,woah001
2014,92544,Latvia,Sheep,woah001
2014,328857,Latvia,Swine,woah001
2014,480200,Morocco,Bees,woah001
2014,0,Morocco,Birds,woah001
2014,197550,Morocco,Camelidae,woah001
2014,3345020,Morocco,Cattle,woah001
2014,1539350,Morocco,Equidae,woah001
2014,6243320,Morocco,Goats,woah001
2014,19499510,Morocco,Sheep,woah001
2014,115151,Republic of Moldova,Bees,woah001
2014,18560634,Republic of Moldova,Birds,woah001
2014,0,Republic of Moldova,Buffaloes,woah001
2014,1,Republic of Moldova,Camelidae,woah001
2014,45984,Republic of Moldova,Cats,woah001
2014,222320,Republic of Moldova,Cattle,woah001
2014,0,Republic of Moldova,Cervidae,woah001
2014,776644,Republic of Moldova,Dogs,woah001
2014,37426,Republic of Moldova,Equidae,woah001
2014,170954,Republic of Moldova,Goats,woah001
2014,355145,Republic of Moldova,Hares / rabbits,woah001
2014,1039730,Republic of Moldova,Sheep / goats,woah001
2014,868776,Republic of Moldova,Sheep,woah001
2014,522566,Republic of Moldova,Swine,woah001
2014,33615185,Madagascar,Birds,woah001
2014,0,Madagascar,Buffaloes,woah001
2014,3,Madagascar,Camelidae,woah001
2014,6317272,Madagascar,Cattle,woah001
2014,0,Madagascar,Cervidae,woah001
2014,2353303,Madagascar,Sheep / goats,woah001
2014,1442238,Madagascar,Swine,woah001
2014,8,Maldives,Bees,woah001
2014,35000,Maldives,Birds,woah001
2014,0,Maldives,Buffaloes,woah001
2014,0,Maldives,Camelidae,woah001
2014,10000,Maldives,Cats,woah001
2014,6,Maldives,Cattle,woah001
2014,0,Maldives,Cervidae,woah001
2014,0,Maldives,Dogs,woah001
2014,0,Maldives,Equidae,woah001
2014,6000,Maldives,Goats,woah001
2014,5500,Maldives,Hares / rabbits,woah001
2014,0,Maldives,Rabbits,woah001
2014,0,Maldives,Sheep / goats,woah001
2014,0,Maldives,Sheep,woah001
2014,0,Maldives,Swine,woah001
2014,1933105,Mexico,Bees,woah001
2014,524271158,Mexico,Birds,woah001
2014,32402461,Mexico,Cattle,woah001
2014,1328524,Mexico,Equidae,woah001
2014,8664613,Mexico,Goats,woah001
2014,500349,Mexico,Hares / rabbits,woah001
2014,0,Mexico,Sheep / goats,woah001
2014,8497347,Mexico,Sheep,woah001
2014,16201625,Mexico,Swine,woah001
2014,184189,North Macedonia,Bees,woah001
2014,1277248,North Macedonia,Birds,woah001
2014,213909,North Macedonia,Cattle,woah001
2014,74991,North Macedonia,Goats,woah001
2014,765791,North Macedonia,Sheep / goats,woah001
2014,690800,North Macedonia,Sheep,woah001
2014,136804,North Macedonia,Swine,woah001
2014,38000000,Mali,Birds,woah001
2014,998560,Mali,Camelidae,woah001
2014,10313350,Mali,Cattle,woah001
2014,0,Mali,Cervidae,woah001
2014,527950,Mali,Equidae,woah001
2014,20083150,Mali,Goats,woah001
2014,0,Mali,Sheep / goats,woah001
2014,14422300,Mali,Sheep,woah001
2014,78500,Mali,Swine,woah001
2014,1300,Malta,Bees,woah001
2014,1060000,Malta,Birds,woah001
2014,6,Malta,Buffaloes,woah001
2014,10,Malta,Camelidae,woah001
2014,15667,Malta,Cattle,woah001
2014,1300,Malta,Equidae,woah001
2014,4767,Malta,Goats,woah001
2014,110000,Malta,Hares / rabbits,woah001
2014,15944,Malta,Sheep / goats,woah001
2014,11177,Malta,Sheep,woah001
2014,45000,Malta,Swine,woah001
2014,119173,Myanmar,Bees,woah001
2014,287979995,Myanmar,Birds,woah001
2014,3452779,Myanmar,Buffaloes,woah001
2014,15699260,Myanmar,Cattle,woah001
2014,6267680,Myanmar,Goats,woah001
2014,0,Myanmar,Sheep / goats,woah001
2014,1309004,Myanmar,Sheep,woah001
2014,14653083,Myanmar,Swine,woah001
2014,42458,Montenegro,Bees,woah001
2014,620354,Montenegro,Birds,woah001
2014,95839,Montenegro,Cattle,woah001
2014,7253,Montenegro,Dogs,woah001
2014,4858,Montenegro,Equidae,woah001
2014,48750,Montenegro,Goats,woah001
2014,32027,Montenegro,Hares / rabbits,woah001
2014,286500,Montenegro,Sheep,woah001
2014,39884,Montenegro,Swine,woah001
2014,6172,Mongolia,Bees,woah001
2014,794553,Mongolia,Birds,woah001
2014,0,Mongolia,Buffaloes,woah001
2014,349299,Mongolia,Camelidae,woah001
2014,3467851,Mongolia,Cattle,woah001
2014,1759,Mongolia,Cervidae,woah001
2014,2995754,Mongolia,Equidae,woah001
2014,22008896,Mongolia,Goats,woah001
2014,1102,Mongolia,Rabbits,woah001
2014,23214783,Mongolia,Sheep,woah001
2014,46305,Mongolia,Swine,woah001
2014,25324000,Mozambique,Birds,woah001
2014,446,Mozambique,Buffaloes,woah001
2014,1800940,Mozambique,Cattle,woah001
2014,25121,Mozambique,Equidae,woah001
2014,4783000,Mozambique,Goats,woah001
2014,218000,Mozambique,Sheep,woah001
2014,1872000,Mozambique,Swine,woah001
2014,6300,Martinique,Bees,woah001
2014,450000,Martinique,Birds,woah001
2014,0,Martinique,Buffaloes,woah001
2014,0,Martinique,Camelidae,woah001
2014,20000,Martinique,Cattle,woah001
2014,0,Martinique,Cervidae,woah001
2014,0,Martinique,Dogs,woah001
2014,750,Martinique,Equidae,woah001
2014,6000,Martinique,Goats,woah001
2014,0,Martinique,Hares / rabbits,woah001
2014,21000,Martinique,Rabbits,woah001
2014,11000,Martinique,Sheep,woah001
2014,11000,Martinique,Swine,woah001
2014,7000000,Mauritius,Birds,woah001
2014,0,Mauritius,Buffaloes,woah001
2014,5,Mauritius,Camelidae,woah001
2014,7500,Mauritius,Cattle,woah001
2014,70000,Mauritius,Cervidae,woah001
2014,835,Mauritius,Equidae,woah001
2014,28200,Mauritius,Goats,woah001
2014,3000,Mauritius,Hares / rabbits,woah001
2014,2500,Mauritius,Sheep,woah001
2014,16501,Mauritius,Swine,woah001
2014,75428452,Malawi,Birds,woah001
2014,3,Malawi,Camelidae,woah001
2014,202299,Malawi,Cats,woah001
2014,1317447,Malawi,Cattle,woah001
2014,686687,Malawi,Dogs,woah001
2014,7065,Malawi,Equidae,woah001
2014,5882106,Malawi,Goats,woah001
2014,1330252,Malawi,Rabbits,woah001
2014,269830,Malawi,Sheep,woah001
2014,3128598,Malawi,Swine,woah001
2014,301395697,Malaysia,Birds,woah001
2014,121408,Malaysia,Buffaloes,woah001
2014,754774,Malaysia,Cattle,woah001
2014,16516,Malaysia,Cervidae,woah001
2014,436370,Malaysia,Goats,woah001
2014,143494,Malaysia,Sheep,woah001
2014,1801567,Malaysia,Swine,woah001
2014,3436993,Namibia,Birds,woah001
2014,55,Namibia,Camelidae,woah001
2014,2651367,Namibia,Cattle,woah001
2014,221837,Namibia,Equidae,woah001
2014,1923389,Namibia,Goats,woah001
2014,2094333,Namibia,Sheep,woah001
2014,69591,Namibia,Swine,woah001
2014,6804,New Caledonia,Bees,woah001
2014,381475,New Caledonia,Birds,woah001
2014,0,New Caledonia,Buffaloes,woah001
2014,0,New Caledonia,Camelidae,woah001
2014,84604,New Caledonia,Cattle,woah001
2014,9515,New Caledonia,Cervidae,woah001
2014,5584,New Caledonia,Equidae,woah001
2014,3165,New Caledonia,Goats,woah001
2014,6049,New Caledonia,Rabbits,woah001
2014,3654,New Caledonia,Sheep,woah001
2014,30010,New Caledonia,Swine,woah001
2014,1720185,Niger,Camelidae,woah001
2014,11377312,Niger,Cattle,woah001
2014,1974761,Niger,Equidae,woah001
2014,14883559,Niger,Goats,woah001
2014,11108089,Niger,Sheep,woah001
2014,870125,Nigeria,Bees,woah001
2014,182109343,Nigeria,Birds,woah001
2014,278840,Nigeria,Camelidae,woah001
2014,3306618,Nigeria,Cats,woah001
2014,19542583,Nigeria,Cattle,woah001
2014,4948779,Nigeria,Dogs,woah001
2014,985316,Nigeria,Equidae,woah001
2014,72466698,Nigeria,Goats,woah001
2014,0,Nigeria,Hares / rabbits,woah001
2014,4316672,Nigeria,Rabbits,woah001
2014,41326780,Nigeria,Sheep,woah001
2014,7066905,Nigeria,Swine,woah001
2014,26189,Nicaragua,Bees,woah001
2014,12862532,Nicaragua,Birds,woah001
2014,0,Nicaragua,Camelidae,woah001
2014,4136422,Nicaragua,Cattle,woah001
2014,0,Nicaragua,Cervidae,woah001
2014,413780,Nicaragua,Equidae,woah001
2014,22390,Nicaragua,Goats,woah001
2014,5255,Nicaragua,Rabbits,woah001
2014,0,Nicaragua,Sheep / goats,woah001
2014,29903,Nicaragua,Sheep,woah001
2014,418485,Nicaragua,Swine,woah001
2014,80000,Netherlands,Bees,woah001
2014,103038539,Netherlands,Birds,woah001
2014,0,Netherlands,Buffaloes,woah001
2014,3400000,Netherlands,Cats,woah001
2014,4106454,Netherlands,Cattle,woah001
2014,1500000,Netherlands,Dogs,woah001
2014,121620,Netherlands,Equidae,woah001
2014,534051,Netherlands,Goats,woah001
2014,320672,Netherlands,Hares / rabbits,woah001
2014,1201468,Netherlands,Sheep,woah001
2014,12238120,Netherlands,Swine,woah001
2014,28959,Norway,Bees,woah001
2014,82106347,Norway,Birds,woah001
2014,832262,Norway,Cattle,woah001
2014,237495,Norway,Cervidae,woah001
2014,500000,Norway,Dogs,woah001
2014,28461,Norway,Equidae,woah001
2014,55894,Norway,Goats,woah001
2014,1256,Norway,Hares / rabbits,woah001
2014,0,Norway,Sheep / goats,woah001
2014,1056191,Norway,Sheep,woah001
2014,782781,Norway,Swine,woah001
2014,48114279,Nepal,Birds,woah001
2014,5705849,Nepal,Buffaloes,woah001
2014,0,Nepal,Camelidae,woah001
2014,7274022,Nepal,Cattle,woah001
2014,54691,Nepal,Equidae,woah001
2014,9707842,Nepal,Goats,woah001
2014,19623,Nepal,Rabbits,woah001
2014,809536,Nepal,Sheep,woah001
2014,1164035,Nepal,Swine,woah001
2014,534032,New Zealand,Bees,woah001
2014,19321000,New Zealand,Birds,woah001
2014,226,New Zealand,Buffaloes,woah001
2014,15000,New Zealand,Camelidae,woah001
2014,10182000,New Zealand,Cattle,woah001
2014,1028000,New Zealand,Cervidae,woah001
2014,115000,New Zealand,Equidae,woah001
2014,182000,New Zealand,Goats,woah001
2014,0,New Zealand,Hares / rabbits,woah001
2014,0,New Zealand,Rabbits,woah001
2014,30787000,New Zealand,Sheep,woah001
2014,298000,New Zealand,Swine,woah001
2014,242833,Oman,Camelidae,woah001
2014,359507,Oman,Cattle,woah001
2014,250116,Oman,Cervidae,woah001
2014,3720,Oman,Equidae,woah001
2014,2085206,Oman,Goats,woah001
2014,548231,Oman,Sheep,woah001
2014,0,Pakistan,Bees,woah001
2014,772400000,Pakistan,Birds,woah001
2014,34570000,Pakistan,Buffaloes,woah001
2014,1000000,Pakistan,Camelidae,woah001
2014,39700000,Pakistan,Cattle,woah001
2014,5500000,Pakistan,Equidae,woah001
2014,66600000,Pakistan,Goats,woah001
2014,29100000,Pakistan,Sheep,woah001
2014,9532,Panama,Bees,woah001
2014,18885977,Panama,Birds,woah001
2014,2401,Panama,Buffaloes,woah001
2014,0,Panama,Camelidae,woah001
2014,1728748,Panama,Cattle,woah001
2014,116791,Panama,Equidae,woah001
2014,8354,Panama,Goats,woah001
2014,900,Panama,Rabbits,woah001
2014,18713,Panama,Sheep,woah001
2014,322121,Panama,Swine,woah001
2014,214276,Peru,Bees,woah001
2014,239088124,Peru,Birds,woah001
2014,3665506,Peru,Camelidae,woah001
2014,5156044,Peru,Cattle,woah001
2014,1260219,Peru,Equidae,woah001
2014,1008013,Peru,Goats,woah001
2014,490827,Peru,Hares / rabbits,woah001
2014,9522766,Peru,Sheep,woah001
2014,2204295,Peru,Swine,woah001
2014,179598857,Philippines,Birds,woah001
2014,2854838,Philippines,Buffaloes,woah001
2014,2506835,Philippines,Cattle,woah001
2014,3917182,Philippines,Goats,woah001
2014,11999722,Philippines,Swine,woah001
2014,3000,Papua New Guinea,Bees,woah001
2014,39514000,Papua New Guinea,Birds,woah001
2014,4000,Papua New Guinea,Buffaloes,woah001
2014,0,Papua New Guinea,Camelidae,woah001
2014,93000,Papua New Guinea,Cattle,woah001
2014,50000,Papua New Guinea,Cervidae,woah001
2014,1000,Papua New Guinea,Equidae,woah001
2014,25000,Papua New Guinea,Goats,woah001
2014,5000,Papua New Guinea,Hares / rabbits,woah001
2014,0,Papua New Guinea,Sheep / goats,woah001
2014,15000,Papua New Guinea,Sheep,woah001
2014,2100000,Papua New Guinea,Swine,woah001
2014,133086600,Poland,Birds,woah001
2014,6467273,Poland,Cattle,woah001
2014,303359,Poland,Equidae,woah001
2014,38349,Poland,Goats,woah001
2014,240881,Poland,Sheep,woah001
2014,16089908,Poland,Swine,woah001
2014,525000,Portugal,Bees,woah001
2014,50000000,Portugal,Birds,woah001
2014,0,Portugal,Buffaloes,woah001
2014,0,Portugal,Camelidae,woah001
2014,1600000,Portugal,Cattle,woah001
2014,2100,Portugal,Cervidae,woah001
2014,1400000,Portugal,Dogs,woah001
2014,80000,Portugal,Equidae,woah001
2014,221000,Portugal,Goats,woah001
2014,11000,Portugal,Hares / rabbits,woah001
2014,667000,Portugal,Sheep / goats,woah001
2014,1464000,Portugal,Sheep,woah001
2014,2038000,Portugal,Swine,woah001
2014,61228,Paraguay,Bees,woah001
2014,16055854,Paraguay,Birds,woah001
2014,11583,Paraguay,Buffaloes,woah001
2014,14465581,Paraguay,Cattle,woah001
2014,283804,Paraguay,Equidae,woah001
2014,129898,Paraguay,Goats,woah001
2014,364514,Paraguay,Sheep,woah001
2014,1072655,Paraguay,Swine,woah001
2014,61202,Palestinian Territory - Occupied,Bees,woah001
2014,35600000,Palestinian Territory - Occupied,Birds,woah001
2014,0,Palestinian Territory - Occupied,Buffaloes,woah001
2014,2100,Palestinian Territory - Occupied,Camelidae,woah001
2014,30041,Palestinian Territory - Occupied,Cattle,woah001
2014,0,Palestinian Territory - Occupied,Cervidae,woah001
2014,0,Palestinian Territory - Occupied,Dogs,woah001
2014,5000,Palestinian Territory - Occupied,Equidae,woah001
2014,258920,Palestinian Territory - Occupied,Goats,woah001
2014,800000,Palestinian Territory - Occupied,Sheep / goats,woah001
2014,610958,Palestinian Territory - Occupied,Sheep,woah001
2014,165,Palestinian Territory - Occupied,Swine,woah001
2014,3497,French Polynesia,Bees,woah001
2014,212500,French Polynesia,Birds,woah001
2014,0,French Polynesia,Buffaloes,woah001
2014,0,French Polynesia,Camelidae,woah001
2014,20000,French Polynesia,Cats,woah001
2014,4670,French Polynesia,Cattle,woah001
2014,0,French Polynesia,Cervidae,woah001
2014,241000,French Polynesia,Dogs,woah001
2014,2710,French Polynesia,Equidae,woah001
2014,5205,French Polynesia,Goats,woah001
2014,2000,French Polynesia,Hares / rabbits,woah001
2014,0,French Polynesia,Rabbits,woah001
2014,0,French Polynesia,Sheep / goats,woah001
2014,295,French Polynesia,Sheep,woah001
2014,19987,French Polynesia,Swine,woah001
2014,11375175,Qatar,Birds,woah001
2014,0,Qatar,Buffaloes,woah001
2014,77417,Qatar,Camelidae,woah001
2014,15077,Qatar,Cattle,woah001
2014,16906,Qatar,Cervidae,woah001
2014,4012,Qatar,Equidae,woah001
2014,267202,Qatar,Goats,woah001
2014,510446,Qatar,Sheep,woah001
2014,0,Qatar,Swine,woah001
2014,10233,Réunion,Bees,woah001
2014,2880932,Réunion,Birds,woah001
2014,0,Réunion,Buffaloes,woah001
2014,0,Réunion,Camelidae,woah001
2014,29641,Réunion,Cattle,woah001
2014,3500,Réunion,Cervidae,woah001
2014,0,Réunion,Dogs,woah001
2014,848,Réunion,Equidae,woah001
2014,18667,Réunion,Goats,woah001
2014,9574,Réunion,Rabbits,woah001
2014,0,Réunion,Sheep / goats,woah001
2014,2446,Réunion,Sheep,woah001
2014,69843,Réunion,Swine,woah001
2014,1299372,Romania,Bees,woah001
2014,81596784,Romania,Birds,woah001
2014,21683,Romania,Buffaloes,woah001
2014,0,Romania,Camelidae,woah001
2014,982570,Romania,Cats,woah001
2014,2609632,Romania,Cattle,woah001
2014,0,Romania,Cervidae,woah001
2014,3883177,Romania,Dogs,woah001
2014,518916,Romania,Equidae,woah001
2014,1826493,Romania,Goats,woah001
2014,347288,Romania,Hares / rabbits,woah001
2014,0,Romania,Sheep / goats,woah001
2014,11174851,Romania,Sheep,woah001
2014,4014335,Romania,Swine,woah001
2014,111968,Russian Federation,Bees,woah001
2014,413191000,Russian Federation,Birds,woah001
2014,6599,Russian Federation,Camelidae,woah001
2014,19366720,Russian Federation,Cattle,woah001
2014,1529130,Russian Federation,Cervidae,woah001
2014,1370440,Russian Federation,Equidae,woah001
2014,2079150,Russian Federation,Goats,woah001
2014,401070,Russian Federation,Rabbits,woah001
2014,22406050,Russian Federation,Sheep,woah001
2014,19404830,Russian Federation,Swine,woah001
2014,139205,Rwanda,Bees,woah001
2014,4916837,Rwanda,Birds,woah001
2014,0,Rwanda,Buffaloes,woah001
2014,6,Rwanda,Camelidae,woah001
2014,6936,Rwanda,Cats,woah001
2014,1143553,Rwanda,Cattle,woah001
2014,0,Rwanda,Cervidae,woah001
2014,17478,Rwanda,Dogs,woah001
2014,32,Rwanda,Equidae,woah001
2014,2532277,Rwanda,Goats,woah001
2014,1203485,Rwanda,Hares / rabbits,woah001
2014,0,Rwanda,Sheep / goats,woah001
2014,630860,Rwanda,Sheep,woah001
2014,1034629,Rwanda,Swine,woah001
2014,1230521978,Saudi Arabia,Birds,woah001
2014,210424,Saudi Arabia,Camelidae,woah001
2014,983050,Saudi Arabia,Cattle,woah001
2014,27222,Saudi Arabia,Equidae,woah001
2014,2166862,Saudi Arabia,Goats,woah001
2014,14671362,Saudi Arabia,Sheep / goats,woah001
2014,12504500,Saudi Arabia,Sheep,woah001
2014,39304000,Sudan,Birds,woah001
2014,4792000,Sudan,Camelidae,woah001
2014,30191000,Sudan,Cattle,woah001
2014,1557019,Sudan,Equidae,woah001
2014,31290000,Sudan,Goats,woah001
2014,39846000,Sudan,Sheep,woah001
2014,54586424,Senegal,Birds,woah001
2014,4842,Senegal,Camelidae,woah001
2014,3498274,Senegal,Cattle,woah001
2014,1008522,Senegal,Equidae,woah001
2014,5381312,Senegal,Goats,woah001
2014,0,Senegal,Sheep / goats,woah001
2014,6294188,Senegal,Sheep,woah001
2014,399507,Senegal,Swine,woah001
2014,2107219,Singapore,Birds,woah001
2014,90000,Singapore,Cats,woah001
2014,211,Singapore,Cattle,woah001
2014,94300,Singapore,Dogs,woah001
2014,1927,Singapore,Equidae,woah001
2014,510,Singapore,Goats,woah001
2014,13346823,Sierra Leone,Birds,woah001
2014,722533,Sierra Leone,Cattle,woah001
2014,946106,Sierra Leone,Goats,woah001
2014,1899235,Sierra Leone,Sheep / goats,woah001
2014,953129,Sierra Leone,Sheep,woah001
2014,60777,Sierra Leone,Swine,woah001
2014,75000,El Salvador,Bees,woah001
2014,20000000,El Salvador,Birds,woah001
2014,30,El Salvador,Buffaloes,woah001
2014,0,El Salvador,Camelidae,woah001
2014,210000,El Salvador,Cats,woah001
2014,1200000,El Salvador,Cattle,woah001
2014,1190000,El Salvador,Dogs,woah001
2014,7000,El Salvador,Goats,woah001
2014,11500,El Salvador,Sheep,woah001
2014,200000,El Salvador,Swine,woah001
2014,935,San Marino,Bees,woah001
2014,1165,San Marino,Cattle,woah001
2014,3647,San Marino,Dogs,woah001
2014,85,San Marino,Equidae,woah001
2014,393,San Marino,Sheep / goats,woah001
2014,67,San Marino,Swine,woah001
2014,677000,Serbia,Bees,woah001
2014,21733197,Serbia,Birds,woah001
2014,45440,Serbia,Cats,woah001
2014,954855,Serbia,Cattle,woah001
2014,130000,Serbia,Cervidae,woah001
2014,886620,Serbia,Dogs,woah001
2014,15606,Serbia,Equidae,woah001
2014,218603,Serbia,Goats,woah001
2014,620000,Serbia,Hares / rabbits,woah001
2014,0,Serbia,Rabbits,woah001
2014,1748110,Serbia,Sheep,woah001
2014,3235658,Serbia,Swine,woah001
2014,28349,Suriname,Cattle,woah001
2014,500,Suriname,Equidae,woah001
2014,3434,Suriname,Goats,woah001
2014,4970,Suriname,Sheep,woah001
2014,8400,Suriname,Swine,woah001
2014,273302,Slovakia,Bees,woah001
2014,10236271,Slovakia,Birds,woah001
2014,0,Slovakia,Buffaloes,woah001
2014,0,Slovakia,Camelidae,woah001
2014,485209,Slovakia,Cattle,woah001
2014,0,Slovakia,Cervidae,woah001
2014,8520,Slovakia,Equidae,woah001
2014,15763,Slovakia,Goats,woah001
2014,0,Slovakia,Hares / rabbits,woah001
2014,0,Slovakia,Rabbits,woah001
2014,407554,Slovakia,Sheep,woah001
2014,500674,Slovakia,Swine,woah001
2014,176995,Slovenia,Bees,woah001
2014,5258561,Slovenia,Birds,woah001
2014,0,Slovenia,Buffaloes,woah001
2014,466268,Slovenia,Cattle,woah001
2014,7341,Slovenia,Cervidae,woah001
2014,228425,Slovenia,Dogs,woah001
2014,26081,Slovenia,Equidae,woah001
2014,85088,Slovenia,Hares / rabbits,woah001
2014,138097,Slovenia,Sheep / goats,woah001
2014,283571,Slovenia,Swine,woah001
2014,130000,Sweden,Bees,woah001
2014,16173528,Sweden,Birds,woah001
2014,1493119,Sweden,Cattle,woah001
2014,362700,Sweden,Equidae,woah001
2014,588757,Sweden,Sheep,woah001
2014,1377351,Sweden,Swine,woah001
2014,1886726,Eswatini,Birds,woah001
2014,95,Eswatini,Buffaloes,woah001
2014,23,Eswatini,Camelidae,woah001
2014,613681,Eswatini,Cattle,woah001
2014,95727,Eswatini,Dogs,woah001
