iso3,country,year,species,population,flag
LUX,Luxembourg,2001,"Sheep",6987,
LUX,Luxembourg,2001,"Swine",65166,
LUX,Luxembourg,2002,"Cattle",197257,
LUX,Luxembourg,2002,"Cattle, dairy",42076,
LUX,Luxembourg,2002,"Cattle, non-dairy",4188,
LUX,Luxembourg,2002,"Goats",859,
LUX,Luxembourg,2002,"Horses",3117,
LUX,Luxembourg,2002,"Sheep and Goats",8195,
LUX,Luxembourg,2002,"Sheep",7336,
LUX,Luxembourg,2002,"Swine",66313,
LUX,Luxembourg,2003,"Cattle",189674,
LUX,Luxembourg,2003,"Cattle, dairy",40599,
LUX,Luxembourg,2003,"Cattle, non-dairy",3820,
LUX,Luxembourg,2003,"Goats",1501,
LUX,Luxembourg,2003,"Horses",3449,
LUX,Luxembourg,2003,"Sheep and Goats",9412,
LUX,Luxembourg,2003,"Sheep",7911,
LUX,Luxembourg,2003,"Swine",70663,
LUX,Luxembourg,2004,"Cattle",186725,
LUX,Luxembourg,2004,"Cattle, dairy",39879,
LUX,Luxembourg,2004,"Cattle, non-dairy",3571,
LUX,Luxembourg,2004,"Goats",1715,
LUX,Luxembourg,2004,"Horses",3686,
LUX,Luxembourg,2004,"Sheep and Goats",9792,
LUX,Luxembourg,2004,"Sheep",8077,
LUX,Luxembourg,2004,"Swine",78596,
LUX,Luxembourg,2005,"Cattle",185335,
LUX,Luxembourg,2005,"Cattle, dairy",39340,
LUX,Luxembourg,2005,"Cattle, non-dairy",3432,
LUX,Luxembourg,2005,"Goats",1881,
LUX,Luxembourg,2005,"Horses",4193,
LUX,Luxembourg,2005,"Sheep and Goats",10125,
LUX,Luxembourg,2005,"Sheep",8244,
LUX,Luxembourg,2005,"Swine",84295,
LUX,Luxembourg,2006,"Cattle",183640,
LUX,Luxembourg,2006,"Cattle, dairy",38617,
LUX,Luxembourg,2006,"Cattle, non-dairy",3169,
LUX,Luxembourg,2006,"Goats",1685,
LUX,Luxembourg,2006,"Horses",4336,
LUX,Luxembourg,2006,"Sheep and Goats",9773,
LUX,Luxembourg,2006,"Sheep",8088,
LUX,Luxembourg,2006,"Swine",78718,
LUX,Luxembourg,2007,"Cattle",191928,
LUX,Luxembourg,2007,"Cattle, dairy",40042,
LUX,Luxembourg,2007,"Cattle, non-dairy",2803,
LUX,Luxembourg,2007,"Goats",2291,
LUX,Luxembourg,2007,"Horses",4334,
LUX,Luxembourg,2007,"Sheep and Goats",9987,
LUX,Luxembourg,2007,"Sheep",7696,
LUX,Luxembourg,2007,"Swine",78411,
LUX,Luxembourg,2008,"Cattle",195661,
LUX,Luxembourg,2008,"Cattle, dairy",39595,
LUX,Luxembourg,2008,"Cattle, non-dairy",3187,
LUX,Luxembourg,2008,"Goats",2517,
LUX,Luxembourg,2008,"Horses",4536,
LUX,Luxembourg,2008,"Sheep and Goats",9608,
LUX,Luxembourg,2008,"Sheep",7091,
LUX,Luxembourg,2008,"Swine",76640,
LUX,Luxembourg,2009,"Cattle",196470,
LUX,Luxembourg,2009,"Cattle, dairy",40254,
LUX,Luxembourg,2009,"Cattle, non-dairy",3817,
LUX,Luxembourg,2009,"Goats",2701,
LUX,Luxembourg,2009,"Horses",4562,
LUX,Luxembourg,2009,"Sheep and Goats",10037,
LUX,Luxembourg,2009,"Sheep",7336,
LUX,Luxembourg,2009,"Swine",76520,
LUX,Luxembourg,2010,"Cattle",198830,
LUX,Luxembourg,2010,"Cattle, dairy",40888,
LUX,Luxembourg,2010,"Cattle, non-dairy",3700,
LUX,Luxembourg,2010,"Goats",4169,
LUX,Luxembourg,2010,"Horses",4601,
LUX,Luxembourg,2010,"Sheep and Goats",11666,
LUX,Luxembourg,2010,"Sheep",7497,
LUX,Luxembourg,2010,"Swine",74689,
LUX,Luxembourg,2011,"Cattle",192535,
LUX,Luxembourg,2011,"Cattle, dairy",40075,
LUX,Luxembourg,2011,"Cattle, non-dairy",3183,
LUX,Luxembourg,2011,"Goats",4669,
LUX,Luxembourg,2011,"Horses",4594,
LUX,Luxembourg,2011,"Sheep and Goats",12116,
LUX,Luxembourg,2011,"Sheep",7447,
LUX,Luxembourg,2011,"Swine",78913,
LUX,Luxembourg,2012,"Cattle",188473,
LUX,Luxembourg,2012,"Cattle, dairy",39460,
LUX,Luxembourg,2012,"Cattle, non-dairy",2827,
LUX,Luxembourg,2012,"Goats",4374,
LUX,Luxembourg,2012,"Horses",4887,
LUX,Luxembourg,2012,"Sheep and Goats",11256,
LUX,Luxembourg,2012,"Sheep",6882,
LUX,Luxembourg,2012,"Swine",79084,
LUX,Luxembourg,2013,"Cattle",193623,
LUX,Luxembourg,2013,"Cattle, dairy",41966,
LUX,Luxembourg,2013,"Cattle, non-dairy",3097,
LUX,Luxembourg,2013,"Goats",3918,
LUX,Luxembourg,2013,"Horses",4682,
LUX,Luxembourg,2013,"Sheep and Goats",11145,
LUX,Luxembourg,2013,"Sheep",7227,
LUX,Luxembourg,2013,"Swine",76583,
LUX,Luxembourg,2014,"Cattle",198780,
LUX,Luxembourg,2014,"Cattle, dairy",41970,
LUX,Luxembourg,2014,"Cattle, non-dairy",3521,
LUX,Luxembourg,2014,"Goats",3747,
LUX,Luxembourg,2014,"Horses",4724,
LUX,Luxembourg,2014,"Sheep and Goats",11068,
LUX,Luxembourg,2014,"Sheep",7321,
LUX,Luxembourg,2014,"Swine",77486,
LUX,Luxembourg,2015,"Cattle",201036,
LUX,Luxembourg,2015,"Cattle, dairy",42609,
LUX,Luxembourg,2015,"Cattle, non-dairy",3702,
LUX,Luxembourg,2015,"Goats",4173,
LUX,Luxembourg,2015,"Horses",4717,
LUX,Luxembourg,2015,"Sheep and Goats",12066,
LUX,Luxembourg,2015,"Sheep",7893,
LUX,Luxembourg,2015,"Swine",84851,
LUX,Luxembourg,2016,"Cattle",201416,
LUX,Luxembourg,2016,"Cattle, dairy",46354,
LUX,Luxembourg,2016,"Cattle, non-dairy",3115,
LUX,Luxembourg,2016,"Goats",4373,
LUX,Luxembourg,2016,"Horses",4540,
LUX,Luxembourg,2016,"Sheep and Goats",11825,
LUX,Luxembourg,2016,"Sheep",7452,
LUX,Luxembourg,2016,"Swine",83342,
LUX,Luxembourg,2017,"Cattle",202281,
LUX,Luxembourg,2017,"Cattle, dairy",47877,
LUX,Luxembourg,2017,"Cattle, non-dairy",3328,
LUX,Luxembourg,2017,"Goats",4561,
LUX,Luxembourg,2017,"Horses",4692,
LUX,Luxembourg,2017,"Sheep and Goats",11673,
LUX,Luxembourg,2017,"Sheep",7112,
LUX,Luxembourg,2017,"Swine",87046,
LUX,Luxembourg,2018,"Cattle",196127,
LUX,Luxembourg,2018,"Cattle, dairy",47826,
LUX,Luxembourg,2018,"Cattle, non-dairy",3271,
LUX,Luxembourg,2018,"Goats",4414,
LUX,Luxembourg,2018,"Horses",4662,
LUX,Luxembourg,2018,"Sheep and Goats",11635,
LUX,Luxembourg,2018,"Sheep",7221,
LUX,Luxembourg,2018,"Swine",81470,
LUX,Luxembourg,2019,"Cattle",193575,
LUX,Luxembourg,2019,"Cattle, dairy",49008,
LUX,Luxembourg,2019,"Cattle, non-dairy",3190,
LUX,Luxembourg,2019,"Goats",4488,
LUX,Luxembourg,2019,"Horses",4669,
LUX,Luxembourg,2019,"Sheep and Goats",11739,
LUX,Luxembourg,2019,"Sheep",7251,
LUX,Luxembourg,2019,"Swine",76384,
LVA,Latvia,1992,"Cattle",1144300,
LVA,Latvia,1992,"Cattle, non-dairy",1144300,
LVA,Latvia,1992,"Goats",6400,
LVA,Latvia,1992,"Horses",28400,
LVA,Latvia,1992,"Sheep and Goats",171100,
LVA,Latvia,1992,"Sheep",164700,
LVA,Latvia,1992,"Swine",866500,
LVA,Latvia,1993,"Cattle",677900,
LVA,Latvia,1993,"Cattle, non-dairy",677900,
LVA,Latvia,1993,"Goats",6300,
LVA,Latvia,1993,"Horses",26200,
LVA,Latvia,1993,"Sheep and Goats",120300,
LVA,Latvia,1993,"Sheep",114000,
LVA,Latvia,1993,"Swine",481800,
LVA,Latvia,1994,"Cattle",550900,
LVA,Latvia,1994,"Cattle, non-dairy",550900,
LVA,Latvia,1994,"Goats",7400,
LVA,Latvia,1994,"Horses",26800,
LVA,Latvia,1994,"Sheep and Goats",93700,
LVA,Latvia,1994,"Sheep",86300,
LVA,Latvia,1994,"Swine",500700,
LVA,Latvia,1995,"Cattle",529400,
LVA,Latvia,1995,"Cattle, non-dairy",529400,
LVA,Latvia,1995,"Goats",8900,
LVA,Latvia,1995,"Horses",27200,
LVA,Latvia,1995,"Sheep and Goats",81100,
LVA,Latvia,1995,"Sheep",72200,
LVA,Latvia,1995,"Swine",552800,
LVA,Latvia,1996,"Cattle",509400,
LVA,Latvia,1996,"Cattle, non-dairy",509400,
LVA,Latvia,1996,"Goats",8400,
LVA,Latvia,1996,"Horses",25800,
LVA,Latvia,1996,"Sheep and Goats",63900,
LVA,Latvia,1996,"Sheep",55500,
LVA,Latvia,1996,"Swine",459600,
LVA,Latvia,1997,"Cattle",476900,
LVA,Latvia,1997,"Cattle, non-dairy",476900,
LVA,Latvia,1997,"Goats",8900,
LVA,Latvia,1997,"Horses",23300,
LVA,Latvia,1997,"Sheep and Goats",49600,
LVA,Latvia,1997,"Sheep",40700,
LVA,Latvia,1997,"Swine",429900,
LVA,Latvia,1998,"Cattle",434400,
LVA,Latvia,1998,"Cattle, non-dairy",434400,
LVA,Latvia,1998,"Goats",10500,
LVA,Latvia,1998,"Horses",22000,
LVA,Latvia,1998,"Sheep and Goats",39900,
LVA,Latvia,1998,"Sheep",29400,
LVA,Latvia,1998,"Swine",421100,
LVA,Latvia,1999,"Cattle",378400,
LVA,Latvia,1999,"Cattle, non-dairy",378400,
LVA,Latvia,1999,"Goats",8100,
LVA,Latvia,1999,"Horses",19000,
LVA,Latvia,1999,"Sheep and Goats",35100,
LVA,Latvia,1999,"Sheep",27000,
LVA,Latvia,1999,"Swine",404900,
LVA,Latvia,2000,"Cattle",366700,
LVA,Latvia,2000,"Cattle, non-dairy",366700,
LVA,Latvia,2000,"Goats",10400,
LVA,Latvia,2000,"Horses",19900,
LVA,Latvia,2000,"Sheep and Goats",39000,
LVA,Latvia,2000,"Sheep",28600,
LVA,Latvia,2000,"Swine",393500,
LVA,Latvia,2001,"Cattle",384700,
LVA,Latvia,2001,"Cattle, non-dairy",384700,
LVA,Latvia,2001,"Goats",11500,
LVA,Latvia,2001,"Horses",19600,
LVA,Latvia,2001,"Sheep and Goats",40500,
LVA,Latvia,2001,"Sheep",29000,
LVA,Latvia,2001,"Swine",428700,
LVA,Latvia,2002,"Cattle",388100,
LVA,Latvia,2002,"Cattle, non-dairy",388100,
LVA,Latvia,2002,"Goats",13200,
LVA,Latvia,2002,"Horses",18500,
LVA,Latvia,2002,"Sheep and Goats",44700,
LVA,Latvia,2002,"Sheep",31500,
LVA,Latvia,2002,"Swine",453200,
LVA,Latvia,2003,"Cattle",378600,
LVA,Latvia,2003,"Cattle, non-dairy",378600,
LVA,Latvia,2003,"Goats",15000,
LVA,Latvia,2003,"Horses",15400,
LVA,Latvia,2003,"Sheep and Goats",54200,
LVA,Latvia,2003,"Sheep",39200,
LVA,Latvia,2003,"Swine",444400,
LVA,Latvia,2004,"Cattle",371100,
LVA,Latvia,2004,"Cattle, non-dairy",371100,
LVA,Latvia,2004,"Goats",14700,
LVA,Latvia,2004,"Horses",15500,
LVA,Latvia,2004,"Sheep and Goats",53300,
LVA,Latvia,2004,"Sheep",38600,
LVA,Latvia,2004,"Swine",435700,
LVA,Latvia,2005,"Cattle",385200,
LVA,Latvia,2005,"Cattle, non-dairy",385200,
LVA,Latvia,2005,"Goats",14900,
LVA,Latvia,2005,"Horses",13900,
LVA,Latvia,2005,"Sheep and Goats",56500,
LVA,Latvia,2005,"Sheep",41600,
LVA,Latvia,2005,"Swine",427900,
LVA,Latvia,2006,"Cattle",377200,
LVA,Latvia,2006,"Cattle, non-dairy",377200,
LVA,Latvia,2006,"Goats",14300,
LVA,Latvia,2006,"Horses",13600,
LVA,Latvia,2006,"Sheep and Goats",55600,
LVA,Latvia,2006,"Sheep",41300,
LVA,Latvia,2006,"Swine",416800,
LVA,Latvia,2007,"Cattle",398800,
LVA,Latvia,2007,"Cattle, non-dairy",398800,
LVA,Latvia,2007,"Goats",13000,
LVA,Latvia,2007,"Horses",13000,
LVA,Latvia,2007,"Sheep and Goats",66900,
LVA,Latvia,2007,"Sheep",53900,
LVA,Latvia,2007,"Swine",414400,
LVA,Latvia,2008,"Cattle",381100,
LVA,Latvia,2008,"Cattle, non-dairy",381100,
LVA,Latvia,2008,"Goats",12900,
LVA,Latvia,2008,"Horses",13100,
LVA,Latvia,2008,"Sheep and Goats",80000,
LVA,Latvia,2008,"Sheep",67100,
LVA,Latvia,2008,"Swine",383700,
LVA,Latvia,2009,"Cattle",378200,
LVA,Latvia,2009,"Cattle, non-dairy",378200,
LVA,Latvia,2009,"Goats",13200,
LVA,Latvia,2009,"Horses",12600,
LVA,Latvia,2009,"Sheep and Goats",83900,
LVA,Latvia,2009,"Sheep",70700,
LVA,Latvia,2009,"Swine",376500,
LVA,Latvia,2010,"Cattle",379500,
LVA,Latvia,2010,"Cattle, non-dairy",379500,
LVA,Latvia,2010,"Goats",13500,
LVA,Latvia,2010,"Horses",12000,
LVA,Latvia,2010,"Sheep and Goats",90300,
LVA,Latvia,2010,"Sheep",76800,
LVA,Latvia,2010,"Swine",389700,
LVA,Latvia,2011,"Cattle",380700,
LVA,Latvia,2011,"Cattle, non-dairy",380700,
LVA,Latvia,2011,"Goats",13400,
LVA,Latvia,2011,"Horses",11500,
LVA,Latvia,2011,"Sheep and Goats",93100,
LVA,Latvia,2011,"Sheep",79700,
LVA,Latvia,2011,"Swine",375000,
LVA,Latvia,2012,"Cattle",393100,
LVA,Latvia,2012,"Cattle, non-dairy",393100,
LVA,Latvia,2012,"Goats",13300,
LVA,Latvia,2012,"Horses",10900,
LVA,Latvia,2012,"Sheep and Goats",96900,
LVA,Latvia,2012,"Sheep",83600,
LVA,Latvia,2012,"Swine",355200,
LVA,Latvia,2013,"Cattle",406500,
LVA,Latvia,2013,"Cattle, non-dairy",406500,
LVA,Latvia,2013,"Goats",12600,
LVA,Latvia,2013,"Horses",10700,
LVA,Latvia,2013,"Sheep and Goats",97400,
LVA,Latvia,2013,"Sheep",84800,
LVA,Latvia,2013,"Swine",367500,
LVA,Latvia,2014,"Cattle",422100,
LVA,Latvia,2014,"Cattle, non-dairy",422100,
LVA,Latvia,2014,"Goats",12300,
LVA,Latvia,2014,"Horses",10100,
LVA,Latvia,2014,"Sheep and Goats",104800,
LVA,Latvia,2014,"Sheep",92500,
LVA,Latvia,2014,"Swine",349400,
LVA,Latvia,2015,"Cattle",419100,
LVA,Latvia,2015,"Cattle, non-dairy",419100,
LVA,Latvia,2015,"Goats",12700,
LVA,Latvia,2015,"Horses",9600,
LVA,Latvia,2015,"Sheep and Goats",115000,
LVA,Latvia,2015,"Sheep",102300,
LVA,Latvia,2015,"Swine",334200,
LVA,Latvia,2016,"Cattle",412300,
LVA,Latvia,2016,"Cattle, non-dairy",412300,
LVA,Latvia,2016,"Goats",13200,
LVA,Latvia,2016,"Horses",9300,
LVA,Latvia,2016,"Sheep and Goats",119800,
LVA,Latvia,2016,"Sheep",106600,
LVA,Latvia,2016,"Swine",336400,
LVA,Latvia,2017,"Cattle",405800,
LVA,Latvia,2017,"Cattle, non-dairy",405800,
LVA,Latvia,2017,"Goats",12800,
LVA,Latvia,2017,"Horses",8900,
LVA,Latvia,2017,"Sheep and Goats",125000,
LVA,Latvia,2017,"Sheep",112200,
LVA,Latvia,2017,"Swine",320600,
LVA,Latvia,2018,"Cattle",395400,
LVA,Latvia,2018,"Cattle, non-dairy",395400,
LVA,Latvia,2018,"Goats",12200,
LVA,Latvia,2018,"Horses",8400,
LVA,Latvia,2018,"Sheep and Goats",119500,
LVA,Latvia,2018,"Sheep",107300,
LVA,Latvia,2018,"Swine",304900,
LVA,Latvia,2019,"Cattle",395387,
LVA,Latvia,2019,"Cattle, non-dairy",395387,
LVA,Latvia,2019,"Goats",11700,
LVA,Latvia,2019,"Horses",8300,
LVA,Latvia,2019,"Sheep and Goats",111500,
LVA,Latvia,2019,"Sheep",99800,
LVA,Latvia,2019,"Swine",314200,
MDA,Republic of Moldova,1992,"Cattle",970100,
MDA,Republic of Moldova,1992,"Cattle, dairy",403200,
MDA,Republic of Moldova,1992,"Cattle, non-dairy",566900,
MDA,Republic of Moldova,1992,"Goats",62900,
MDA,Republic of Moldova,1992,"Horses",51400,
MDA,Republic of Moldova,1992,"Mules and Asses",2100,
MDA,Republic of Moldova,1992,"Sheep and Goats",1357200,
MDA,Republic of Moldova,1992,"Sheep",1294300,
MDA,Republic of Moldova,1992,"Swine",1487400,
MDA,Republic of Moldova,1993,"Cattle",882600,
MDA,Republic of Moldova,1993,"Cattle, dairy",401800,
MDA,Republic of Moldova,1993,"Cattle, non-dairy",480700,
MDA,Republic of Moldova,1993,"Goats",74900,
MDA,Republic of Moldova,1993,"Horses",54500,
MDA,Republic of Moldova,1993,"Mules and Asses",2200,
MDA,Republic of Moldova,1993,"Sheep and Goats",1437300,
MDA,Republic of Moldova,1993,"Sheep",1362400,
MDA,Republic of Moldova,1993,"Swine",1082300,
MDA,Republic of Moldova,1994,"Cattle",832000,
MDA,Republic of Moldova,1994,"Cattle, dairy",402600,
MDA,Republic of Moldova,1994,"Cattle, non-dairy",429400,
MDA,Republic of Moldova,1994,"Goats",92200,
MDA,Republic of Moldova,1994,"Horses",58200,
MDA,Republic of Moldova,1994,"Mules and Asses",2900,
MDA,Republic of Moldova,1994,"Sheep and Goats",1501900,
MDA,Republic of Moldova,1994,"Sheep",1409800,
MDA,Republic of Moldova,1994,"Swine",1046800,
MDA,Republic of Moldova,1995,"Cattle",729500,
MDA,Republic of Moldova,1995,"Cattle, dairy",380800,
MDA,Republic of Moldova,1995,"Cattle, non-dairy",348700,
MDA,Republic of Moldova,1995,"Goats",96400,
MDA,Republic of Moldova,1995,"Horses",61600,
MDA,Republic of Moldova,1995,"Mules and Asses",3200,
MDA,Republic of Moldova,1995,"Sheep and Goats",1423000,
MDA,Republic of Moldova,1995,"Sheep",1326600,
MDA,Republic of Moldova,1995,"Swine",1016400,
MDA,Republic of Moldova,1996,"Cattle",646300,
MDA,Republic of Moldova,1996,"Cattle, dairy",355400,
MDA,Republic of Moldova,1996,"Cattle, non-dairy",290900,
MDA,Republic of Moldova,1996,"Goats",101300,
MDA,Republic of Moldova,1996,"Horses",63300,
MDA,Republic of Moldova,1996,"Mules and Asses",3100,
MDA,Republic of Moldova,1996,"Sheep and Goats",1372400,
MDA,Republic of Moldova,1996,"Sheep",1271100,
MDA,Republic of Moldova,1996,"Swine",950100,
MDA,Republic of Moldova,1997,"Cattle",549700,
MDA,Republic of Moldova,1997,"Cattle, dairy",323700,
MDA,Republic of Moldova,1997,"Cattle, non-dairy",226000,
MDA,Republic of Moldova,1997,"Goats",99000,
MDA,Republic of Moldova,1997,"Horses",65400,
MDA,Republic of Moldova,1997,"Mules and Asses",3000,
MDA,Republic of Moldova,1997,"Sheep and Goats",1235300,
MDA,Republic of Moldova,1997,"Sheep",1136300,
MDA,Republic of Moldova,1997,"Swine",797500,
MDA,Republic of Moldova,1998,"Cattle",532400,
MDA,Republic of Moldova,1998,"Cattle, dairy",318400,
MDA,Republic of Moldova,1998,"Cattle, non-dairy",214000,
MDA,Republic of Moldova,1998,"Goats",100800,
MDA,Republic of Moldova,1998,"Horses",68500,
MDA,Republic of Moldova,1998,"Mules and Asses",3200,
MDA,Republic of Moldova,1998,"Sheep and Goats",1147200,
MDA,Republic of Moldova,1998,"Sheep",1046400,
MDA,Republic of Moldova,1998,"Swine",928000,
MDA,Republic of Moldova,1999,"Cattle",482400,
MDA,Republic of Moldova,1999,"Cattle, dairy",306900,
MDA,Republic of Moldova,1999,"Cattle, non-dairy",175500,
MDA,Republic of Moldova,1999,"Goats",106600,
MDA,Republic of Moldova,1999,"Horses",72000,
MDA,Republic of Moldova,1999,"Mules and Asses",3400,
MDA,Republic of Moldova,1999,"Sheep and Goats",1055500,
MDA,Republic of Moldova,1999,"Sheep",948900,
MDA,Republic of Moldova,1999,"Swine",751300,
MDA,Republic of Moldova,2000,"Cattle",445400,
MDA,Republic of Moldova,2000,"Cattle, dairy",298500,
MDA,Republic of Moldova,2000,"Cattle, non-dairy",146900,
MDA,Republic of Moldova,2000,"Goats",115800,
MDA,Republic of Moldova,2000,"Horses",76000,
MDA,Republic of Moldova,2000,"Mules and Asses",3800,
MDA,Republic of Moldova,2000,"Sheep and Goats",962100,
MDA,Republic of Moldova,2000,"Sheep",846300,
MDA,Republic of Moldova,2000,"Swine",492700,
MDA,Republic of Moldova,2001,"Cattle",453800,
MDA,Republic of Moldova,2001,"Cattle, dairy",300100,
MDA,Republic of Moldova,2001,"Cattle, non-dairy",153700,
MDA,Republic of Moldova,2001,"Goats",120200,
MDA,Republic of Moldova,2001,"Horses",81600,
MDA,Republic of Moldova,2001,"Mules and Asses",4300,
MDA,Republic of Moldova,2001,"Sheep and Goats",971800,
MDA,Republic of Moldova,2001,"Sheep",851700,
MDA,Republic of Moldova,2001,"Swine",490800,
MDA,Republic of Moldova,2002,"Cattle",454700,
MDA,Republic of Moldova,2002,"Cattle, dairy",304800,
MDA,Republic of Moldova,2002,"Cattle, non-dairy",149900,
MDA,Republic of Moldova,2002,"Goats",134600,
MDA,Republic of Moldova,2002,"Horses",82600,
MDA,Republic of Moldova,2002,"Mules and Asses",4000,
MDA,Republic of Moldova,2002,"Sheep and Goats",978400,
MDA,Republic of Moldova,2002,"Sheep",843700,
MDA,Republic of Moldova,2002,"Swine",550100,
MDA,Republic of Moldova,2003,"Cattle",409100,
MDA,Republic of Moldova,2003,"Cattle, dairy",277700,
MDA,Republic of Moldova,2003,"Cattle, non-dairy",131500,
MDA,Republic of Moldova,2003,"Goats",129200,
MDA,Republic of Moldova,2003,"Horses",81400,
MDA,Republic of Moldova,2003,"Mules and Asses",4300,
MDA,Republic of Moldova,2003,"Sheep and Goats",958400,
MDA,Republic of Moldova,2003,"Sheep",829200,
MDA,Republic of Moldova,2003,"Swine",476400,
MDA,Republic of Moldova,2004,"Cattle",359500,
MDA,Republic of Moldova,2004,"Cattle, dairy",249000,
MDA,Republic of Moldova,2004,"Cattle, non-dairy",110500,
MDA,Republic of Moldova,2004,"Goats",127200,
MDA,Republic of Moldova,2004,"Horses",75800,
MDA,Republic of Moldova,2004,"Mules and Asses",4000,
MDA,Republic of Moldova,2004,"Sheep and Goats",959800,
MDA,Republic of Moldova,2004,"Sheep",832600,
MDA,Republic of Moldova,2004,"Swine",422300,
MDA,Republic of Moldova,2005,"Cattle",339800,
MDA,Republic of Moldova,2005,"Cattle, dairy",233100,
MDA,Republic of Moldova,2005,"Cattle, non-dairy",106700,
MDA,Republic of Moldova,2005,"Goats",127300,
MDA,Republic of Moldova,2005,"Horses",72000,
MDA,Republic of Moldova,2005,"Mules and Asses",3700,
MDA,Republic of Moldova,2005,"Sheep and Goats",954300,
MDA,Republic of Moldova,2005,"Sheep",827000,
MDA,Republic of Moldova,2005,"Swine",493000,
MDA,Republic of Moldova,2006,"Cattle",326900,
MDA,Republic of Moldova,2006,"Cattle, dairy",222000,
MDA,Republic of Moldova,2006,"Cattle, non-dairy",104900,
MDA,Republic of Moldova,2006,"Goats",119900,
MDA,Republic of Moldova,2006,"Horses",69300,
MDA,Republic of Moldova,2006,"Mules and Asses",3600,
MDA,Republic of Moldova,2006,"Sheep and Goats",962500,
MDA,Republic of Moldova,2006,"Sheep",842600,
MDA,Republic of Moldova,2006,"Swine",568300,
MDA,Republic of Moldova,2007,"Cattle",253700,
MDA,Republic of Moldova,2007,"Cattle, dairy",181100,
MDA,Republic of Moldova,2007,"Cattle, non-dairy",72600,
MDA,Republic of Moldova,2007,"Goats",106500,
MDA,Republic of Moldova,2007,"Horses",60500,
MDA,Republic of Moldova,2007,"Mules and Asses",3100,
MDA,Republic of Moldova,2007,"Sheep and Goats",866400,
MDA,Republic of Moldova,2007,"Sheep",759900,
MDA,Republic of Moldova,2007,"Swine",320800,
MDA,Republic of Moldova,2008,"Cattle",238400,
MDA,Republic of Moldova,2008,"Cattle, dairy",171900,
MDA,Republic of Moldova,2008,"Cattle, non-dairy",66500,
MDA,Republic of Moldova,2008,"Goats",111900,
MDA,Republic of Moldova,2008,"Horses",57400,
MDA,Republic of Moldova,2008,"Mules and Asses",3200,
MDA,Republic of Moldova,2008,"Sheep and Goats",879600,
MDA,Republic of Moldova,2008,"Sheep",767700,
MDA,Republic of Moldova,2008,"Swine",302900,
MDA,Republic of Moldova,2009,"Cattle",243000,
MDA,Republic of Moldova,2009,"Cattle, dairy",173200,
MDA,Republic of Moldova,2009,"Cattle, non-dairy",69800,
MDA,Republic of Moldova,2009,"Goats",120300,
MDA,Republic of Moldova,2009,"Horses",56100,
MDA,Republic of Moldova,2009,"Mules and Asses",2900,
MDA,Republic of Moldova,2009,"Sheep and Goats",929700,
MDA,Republic of Moldova,2009,"Sheep",809400,
MDA,Republic of Moldova,2009,"Swine",403600,
MDA,Republic of Moldova,2010,"Cattle",236400,
MDA,Republic of Moldova,2010,"Cattle, dairy",165800,
MDA,Republic of Moldova,2010,"Cattle, non-dairy",70500,
MDA,Republic of Moldova,2010,"Goats",127500,
MDA,Republic of Moldova,2010,"Horses",53600,
MDA,Republic of Moldova,2010,"Mules and Asses",2800,
MDA,Republic of Moldova,2010,"Sheep and Goats",920600,
MDA,Republic of Moldova,2010,"Sheep",793100,
MDA,Republic of Moldova,2010,"Swine",511700,
MDA,Republic of Moldova,2011,"Cattle",224400,
MDA,Republic of Moldova,2011,"Cattle, dairy",155800,
MDA,Republic of Moldova,2011,"Cattle, non-dairy",68600,
MDA,Republic of Moldova,2011,"Goats",132000,
MDA,Republic of Moldova,2011,"Horses",50900,
MDA,Republic of Moldova,2011,"Mules and Asses",2500,
MDA,Republic of Moldova,2011,"Sheep and Goats",846200,
MDA,Republic of Moldova,2011,"Sheep",714200,
MDA,Republic of Moldova,2011,"Swine",471700,
MDA,Republic of Moldova,2012,"Cattle",210600,
MDA,Republic of Moldova,2012,"Cattle, dairy",145100,
MDA,Republic of Moldova,2012,"Cattle, non-dairy",65500,
MDA,Republic of Moldova,2012,"Goats",137800,
MDA,Republic of Moldova,2012,"Horses",47500,
MDA,Republic of Moldova,2012,"Mules and Asses",2400,
MDA,Republic of Moldova,2012,"Sheep and Goats",836900,
MDA,Republic of Moldova,2012,"Sheep",699000,
MDA,Republic of Moldova,2012,"Swine",438400,
MDA,Republic of Moldova,2013,"Cattle",208000,
MDA,Republic of Moldova,2013,"Cattle, dairy",141300,
MDA,Republic of Moldova,2013,"Cattle, non-dairy",66700,
MDA,Republic of Moldova,2013,"Goats",144600,
MDA,Republic of Moldova,2013,"Horses",46000,
MDA,Republic of Moldova,2013,"Mules and Asses",2100,
MDA,Republic of Moldova,2013,"Sheep and Goats",862000,
MDA,Republic of Moldova,2013,"Sheep",717400,
MDA,Republic of Moldova,2013,"Swine",444800,
MDA,Republic of Moldova,2014,"Cattle",210700,
MDA,Republic of Moldova,2014,"Cattle, dairy",140600,
MDA,Republic of Moldova,2014,"Cattle, non-dairy",70100,
MDA,Republic of Moldova,2014,"Goats",153400,
MDA,Republic of Moldova,2014,"Horses",42800,
MDA,Republic of Moldova,2014,"Mules and Asses",2200,
MDA,Republic of Moldova,2014,"Sheep and Goats",887000,
MDA,Republic of Moldova,2014,"Sheep",733500,
MDA,Republic of Moldova,2014,"Swine",504700,
MDA,Republic of Moldova,2015,"Cattle",204500,
